Source_Code,Source_Material
MCB_190_9082_323,Low Grade Fresh
MCB_190_9082_324,Low Grade Fresh
MCB_190_9082_325,High Grade Fresh
MCB_190_9082_346,Low Grade Fresh
MCB_190_9082_W01,Waste Fresh
MCB_190_9083_116,Poor Grade Fresh
MCB_190_9083_201,Low Grade Fresh
MCB_190_9083_345,Low Grade Fresh
MCB_190_9083_347,Low Grade Fresh
MCB_190_9083_W01,Waste Fresh
MCB_190_9999_997,Low Grade Fresh
MCB_190_9999_998,High Grade Fresh
MCB_190_9999_999,Poor Grade Fresh
MCB_191_430_MCB,Unknown
MCB_191_431_MCB,Unknown
MCB_193_429_MCB,Unknown
MCB_194_427_MCB,Unknown
MCB_194_428_MCB,Unknown
MCB_195_426_MCB,Unknown
MCB_195_9069_101,Poor Grade Fresh
MCB_195_9069_102,High Grade Fresh
MCB_195_9069_120,Poor Grade Fresh
MCB_195_9069_219,Low Grade Fresh
MCB_195_9069_220,High Grade Fresh
MCB_195_9069_315,Low Grade Fresh
MCB_195_9069_W01,Waste Fresh
MCB_195_9070_103,Low Grade Fresh
MCB_195_9070_104,Poor Grade Fresh
MCB_195_9070_121,Poor Grade Fresh
MCB_195_9070_122,Poor Grade Fresh
MCB_195_9070_123,Poor Grade Fresh
MCB_195_9070_124,Poor Grade Fresh
MCB_195_9070_202,Poor Grade Fresh
MCB_195_9070_203,Poor Grade Fresh
MCB_195_9070_204,Low Grade Fresh
MCB_195_9070_205,Poor Grade Fresh
MCB_195_9070_222,Poor Grade Fresh
MCB_195_9070_223,Poor Grade Fresh
MCB_195_9070_224,Poor Grade Fresh
MCB_195_9070_319,Poor Grade Fresh
MCB_195_9070_320,Poor Grade Fresh
MCB_195_9070_321,Poor Grade Fresh
MCB_195_9070_322,Poor Grade Fresh
MCB_195_9070_W01,Waste Fresh
MCB_195_9071_321,Poor Grade Fresh
MCB_195_9071_W01,Waste Fresh
MCB_195_9072_105,Poor Grade Fresh
MCB_195_9072_106,Poor Grade Fresh
MCB_195_9072_107,Low Grade Fresh
MCB_195_9072_108,Low Grade Fresh
MCB_195_9072_125,Poor Grade Fresh
MCB_195_9072_128,Low Grade Fresh
MCB_195_9072_129,Poor Grade Fresh
MCB_195_9072_134,Poor Grade Fresh
MCB_195_9072_206,Poor Grade Fresh
MCB_195_9072_207,Poor Grade Fresh
MCB_195_9072_208,Low Grade Fresh
MCB_195_9072_209,High Grade Fresh
MCB_195_9072_210,Poor Grade Fresh
MCB_195_9072_301,High Grade Fresh
MCB_195_9072_322,Poor Grade Fresh
MCB_195_9072_W01,Waste Fresh
MCB_195_9073_109,High Grade Fresh
MCB_195_9073_110,Low Grade Fresh
MCB_195_9073_111,High Grade Fresh
MCB_195_9073_112,Poor Grade Fresh
MCB_195_9073_113,High Grade Fresh
MCB_195_9073_211,High Grade Fresh
MCB_195_9073_212,High Grade Fresh
MCB_195_9073_213,Poor Grade Fresh
MCB_195_9073_214,High Grade Fresh
MCB_195_9073_215,Poor Grade Fresh
MCB_195_9073_216,Low Grade Fresh
MCB_195_9073_302,High Grade Fresh
MCB_195_9073_303,High Grade Fresh
MCB_195_9073_304,Low Grade Fresh
MCB_195_9073_305,Low Grade Fresh
MCB_195_9073_306,Low Grade Fresh
MCB_195_9073_307,Poor Grade Fresh
MCB_195_9073_308,Poor Grade Fresh
MCB_195_9073_323,Low Grade Fresh
MCB_195_9073_W01,Waste Fresh
MCB_195_9074_114,Poor Grade Fresh
MCB_195_9074_115,Poor Grade Fresh
MCB_195_9074_116,Low Grade Fresh
MCB_195_9074_117,Poor Grade Fresh
MCB_195_9074_217,Poor Grade Fresh
MCB_195_9074_218,Low Grade Fresh
MCB_195_9074_309,Poor Grade Fresh
MCB_195_9074_310,Low Grade Fresh
MCB_195_9074_311,Low Grade Fresh
MCB_195_9074_312,High Grade Fresh
MCB_195_9074_313,High Grade Fresh
MCB_195_9074_314,Poor Grade Fresh
MCB_195_9074_W01,Waste Fresh
MCB_195_9075_316,Poor Grade Fresh
MCB_195_9075_W01,Waste Fresh
MCB_195_9076_118,High Grade Fresh
MCB_195_9076_119,Low Grade Fresh
MCB_195_9076_221,Low Grade Fresh
MCB_195_9076_317,Low Grade Fresh
MCB_195_9076_318,Low Grade Fresh
MCB_195_9076_W01,Waste Fresh
MCB_195_9999_997,Low Grade Fresh
MCB_195_9999_998,High Grade Fresh
MCB_195_9999_999,Poor Grade Fresh
MCB_196_425_MCB,Unknown
MCB_197_424_MCB,Unknown
MCB_198_421_MCB,Unknown
MCB_198_422_MCB,Unknown
MCB_198_423_MCB,Unknown
MCB_199_419_MCB,Unknown
MCB_199_420_MCB,Unknown
MCB_200_9050_101,Low Grade Fresh
MCB_200_9050_102,Poor Grade Fresh
MCB_200_9050_103,Poor Grade Fresh
MCB_200_9050_104,Low Grade Fresh
MCB_200_9050_201,Poor Grade Fresh
MCB_200_9050_W01,Waste Fresh
MCB_200_9051_105,Low Grade Fresh
MCB_200_9051_106,Poor Grade Fresh
MCB_200_9051_107,Poor Grade Fresh
MCB_200_9051_203,Poor Grade Fresh
MCB_200_9051_204,Poor Grade Fresh
MCB_200_9051_205,Poor Grade Fresh
MCB_200_9051_W01,Waste Fresh
MCB_200_9052_W01,Waste Fresh
MCB_200_9064_118,High Grade Fresh
MCB_200_9064_119,Low Grade Fresh
MCB_200_9064_120,High Grade Fresh
MCB_200_9064_125,High Grade Fresh
MCB_200_9064_126,Low Grade Fresh
MCB_200_9064_127,High Grade Fresh
MCB_200_9064_220,Low Grade Fresh
MCB_200_9064_313,Poor Grade Fresh
MCB_200_9064_W01,Waste Fresh
MCB_200_9065_101,High Grade Fresh
MCB_200_9065_102,Poor Grade Fresh
MCB_200_9065_103,Low Grade Fresh
MCB_200_9065_104,Poor Grade Fresh
MCB_200_9065_105,Poor Grade Fresh
MCB_200_9065_106,Poor Grade Fresh
MCB_200_9065_108,High Grade Fresh
MCB_200_9065_109,Poor Grade Fresh
MCB_200_9065_110,Low Grade Fresh
MCB_200_9065_111,Poor Grade Fresh
MCB_200_9065_112,Poor Grade Fresh
MCB_200_9065_113,Poor Grade Fresh
MCB_200_9065_135,High Grade Fresh
MCB_200_9065_136,Low Grade Fresh
MCB_200_9065_137,Low Grade Fresh
MCB_200_9065_206,High Grade Fresh
MCB_200_9065_207,Poor Grade Fresh
MCB_200_9065_208,High Grade Fresh
MCB_200_9065_209,Poor Grade Fresh
MCB_200_9065_210,Poor Grade Fresh
MCB_200_9065_302,High Grade Fresh
MCB_200_9065_303,Poor Grade Fresh
MCB_200_9065_304,Poor Grade Fresh
MCB_200_9065_W01,Waste Fresh
MCB_200_9066_107,Poor Grade Fresh
MCB_200_9066_108,High Grade Fresh
MCB_200_9066_109,High Grade Fresh
MCB_200_9066_110,Low Grade Fresh
MCB_200_9066_111,Poor Grade Fresh
MCB_200_9066_112,Poor Grade Fresh
MCB_200_9066_113,Low Grade Fresh
MCB_200_9066_114,Poor Grade Fresh
MCB_200_9066_115,High Grade Fresh
MCB_200_9066_116,High Grade Fresh
MCB_200_9066_117,Low Grade Fresh
MCB_200_9066_118,Poor Grade Fresh
MCB_200_9066_119,Poor Grade Fresh
MCB_200_9066_120,Low Grade Fresh
MCB_200_9066_121,Low Grade Fresh
MCB_200_9066_122,Poor Grade Fresh
MCB_200_9066_123,High Grade Fresh
MCB_200_9066_124,Low Grade Fresh
MCB_200_9066_138,Poor Grade Fresh
MCB_200_9066_140,High Grade Fresh
MCB_200_9066_141,Low Grade Fresh
MCB_200_9066_142,Low Grade Fresh
MCB_200_9066_143,Poor Grade Fresh
MCB_200_9066_144,Poor Grade Fresh
MCB_200_9066_145,High Grade Fresh
MCB_200_9066_211,Poor Grade Fresh
MCB_200_9066_212,High Grade Fresh
MCB_200_9066_213,High Grade Fresh
MCB_200_9066_214,Poor Grade Fresh
MCB_200_9066_215,High Grade Fresh
MCB_200_9066_216,High Grade Fresh
MCB_200_9066_217,Low Grade Fresh
MCB_200_9066_218,Poor Grade Fresh
MCB_200_9066_219,High Grade Fresh
MCB_200_9066_305,Poor Grade Fresh
MCB_200_9066_306,High Grade Fresh
MCB_200_9066_307,High Grade Fresh
MCB_200_9066_308,Poor Grade Fresh
MCB_200_9066_309,Poor Grade Fresh
MCB_200_9066_310,Poor Grade Fresh
MCB_200_9066_311,Poor Grade Fresh
MCB_200_9066_312,High Grade Fresh
MCB_200_9066_W01,Waste Fresh
MCB_200_9068_121,Poor Grade Fresh
MCB_200_9068_122,Low Grade Fresh
MCB_200_9068_123,High Grade Fresh
MCB_200_9068_124,High Grade Fresh
MCB_200_9068_125,Low Grade Fresh
MCB_200_9068_126,Poor Grade Fresh
MCB_200_9068_127,Poor Grade Fresh
MCB_200_9068_131,High Grade Fresh
MCB_200_9068_132,Low Grade Fresh
MCB_200_9068_133,Poor Grade Fresh
MCB_200_9068_134,Poor Grade Fresh
MCB_200_9068_148,Low Grade Fresh
MCB_200_9068_149,High Grade Fresh
MCB_200_9068_150,Poor Grade Fresh
MCB_200_9068_151,Poor Grade Fresh
MCB_200_9068_223,High Grade Fresh
MCB_200_9068_224,Poor Grade Fresh
MCB_200_9068_316,High Grade Fresh
MCB_200_9068_317,Poor Grade Fresh
MCB_200_9068_W01,Waste Fresh
MCB_200_9069_121,Poor Grade Fresh
MCB_200_9069_122,Low Grade Fresh
MCB_200_9069_123,High Grade Fresh
MCB_200_9069_124,High Grade Fresh
MCB_200_9069_125,Low Grade Fresh
MCB_200_9069_126,Poor Grade Fresh
MCB_200_9069_127,Poor Grade Fresh
MCB_200_9069_128,Poor Grade Fresh
MCB_200_9069_129,Low Grade Fresh
MCB_200_9069_130,High Grade Fresh
MCB_200_9069_146,Poor Grade Fresh
MCB_200_9069_147,High Grade Fresh
MCB_200_9069_221,Poor Grade Fresh
MCB_200_9069_222,High Grade Fresh
MCB_200_9069_314,Poor Grade Fresh
MCB_200_9069_315,High Grade Fresh
MCB_200_9069_W01,Waste Fresh
MCB_200_9999_997,Low Grade Fresh
MCB_200_9999_998,High Grade Fresh
MCB_200_9999_999,Poor Grade Fresh
MCB_201_418_MCB,Unknown
MCB_202_416_MCB,Unknown
MCB_202_417_MCB,Unknown
MCB_203_415_MCB,Unknown
MCB_204_414_MCB,Unknown
MCB_205_376_MCB,Unknown
MCB_205_380_MCB,Unknown
MCB_205_383_MCB,Unknown
MCB_205_413_MCB,Unknown
MCB_205_9057_112,Low Grade Fresh
MCB_205_9057_210,High Grade Fresh
MCB_205_9057_W01,Waste Fresh
MCB_205_9059_101,Poor Grade Fresh
MCB_205_9059_102,High Grade Fresh
MCB_205_9059_103,Low Grade Fresh
MCB_205_9059_104,Poor Grade Fresh
MCB_205_9059_105,High Grade Fresh
MCB_205_9059_106,Low Grade Fresh
MCB_205_9059_107,Low Grade Fresh
MCB_205_9059_201,High Grade Fresh
MCB_205_9059_202,Low Grade Fresh
MCB_205_9059_203,Poor Grade Fresh
MCB_205_9059_204,Low Grade Fresh
MCB_205_9059_W01,Waste Fresh
MCB_205_9060_108,Poor Grade Fresh
MCB_205_9060_109,High Grade Fresh
MCB_205_9060_110,Poor Grade Fresh
MCB_205_9060_111,Poor Grade Fresh
MCB_205_9060_205,Poor Grade Fresh
MCB_205_9060_207,Low Grade Fresh
MCB_205_9060_208,Low Grade Fresh
MCB_205_9060_209,High Grade Fresh
MCB_205_9060_219,High Grade Fresh
MCB_205_9060_W01,Waste Fresh
MCB_205_9062_122,Poor Grade Fresh
MCB_205_9062_123,Poor Grade Fresh
MCB_205_9062_124,Low Grade Fresh
MCB_205_9062_125,Poor Grade Fresh
MCB_205_9062_126,Low Grade Fresh
MCB_205_9062_220,High Grade Fresh
MCB_205_9062_221,Low Grade Fresh
MCB_205_9062_222,Poor Grade Fresh
MCB_205_9062_223,Poor Grade Fresh
MCB_205_9062_224,Poor Grade Fresh
MCB_205_9062_225,Low Grade Fresh
MCB_205_9062_W01,Waste Fresh
MCB_205_9063_118,Low Grade Fresh
MCB_205_9063_119,Poor Grade Fresh
MCB_205_9063_120,Poor Grade Fresh
MCB_205_9063_121,High Grade Fresh
MCB_205_9063_127,High Grade Fresh
MCB_205_9063_216,High Grade Fresh
MCB_205_9063_217,Poor Grade Fresh
MCB_205_9063_218,High Grade Fresh
MCB_205_9063_W01,Waste Fresh
MCB_205_9064_113,High Grade Fresh
MCB_205_9064_114,High Grade Fresh
MCB_205_9064_115,Poor Grade Fresh
MCB_205_9064_116,Low Grade Fresh
MCB_205_9064_211,Low Grade Fresh
MCB_205_9064_212,Poor Grade Fresh
MCB_205_9064_213,Poor Grade Fresh
MCB_205_9064_214,Poor Grade Fresh
MCB_205_9064_215,High Grade Fresh
MCB_205_9064_W01,Waste Fresh
MCB_205_9066_211,Low Grade Fresh
MCB_205_9999_997,Low Grade Fresh
MCB_205_9999_998,High Grade Fresh
MCB_205_9999_999,Poor Grade Fresh
MCB_205_9999_W01,Waste Fresh
MCB_206_384_MCB,Unknown
MCB_206_412_MCB,Unknown
MCB_207_375_MCB,Unknown
MCB_207_377_MCB,Unknown
MCB_207_390_MCB,Unknown
MCB_207_409_MCB,Unknown
MCB_207_410_MCB,Unknown
MCB_207_411_MCB,Unknown
MCB_209_379_MCB,Unknown
MCB_209_407_MCB,Unknown
MCB_209_408_MCB,Unknown
MCB_210_9044_W01,Waste Fresh
MCB_210_9053_101,High Grade Fresh
MCB_210_9053_102,Low Grade Fresh
MCB_210_9053_103,Low Grade Fresh
MCB_210_9053_104,Poor Grade Fresh
MCB_210_9053_105,Poor Grade Fresh
MCB_210_9053_106,High Grade Fresh
MCB_210_9053_130,Poor Grade Fresh
MCB_210_9053_201,High Grade Fresh
MCB_210_9053_202,Poor Grade Fresh
MCB_210_9053_203,High Grade Fresh
MCB_210_9053_204,High Grade Fresh
MCB_210_9053_205,High Grade Fresh
MCB_210_9053_206,Low Grade Fresh
MCB_210_9053_207,Low Grade Fresh
MCB_210_9053_W01,Waste Fresh
MCB_210_9054_W01,Waste Fresh
MCB_210_9055_W01,Waste Fresh
MCB_210_9056_123,Poor Grade Fresh
MCB_210_9056_124,Poor Grade Fresh
MCB_210_9056_125,Poor Grade Fresh
MCB_210_9056_126,Low Grade Fresh
MCB_210_9056_127,Poor Grade Fresh
MCB_210_9056_128,Low Grade Fresh
MCB_210_9056_129,High Grade Fresh
MCB_210_9056_219,Poor Grade Fresh
MCB_210_9056_220,Poor Grade Fresh
MCB_210_9056_221,High Grade Fresh
MCB_210_9056_222,Poor Grade Fresh
MCB_210_9056_223,Low Grade Fresh
MCB_210_9056_W01,Waste Fresh
MCB_210_9057_112,Poor Grade Fresh
MCB_210_9057_113,High Grade Fresh
MCB_210_9057_114,High Grade Fresh
MCB_210_9057_115,High Grade Fresh
MCB_210_9057_116,Poor Grade Fresh
MCB_210_9057_117,Low Grade Fresh
MCB_210_9057_118,High Grade Fresh
MCB_210_9057_119,Poor Grade Fresh
MCB_210_9057_120,High Grade Fresh
MCB_210_9057_121,High Grade Fresh
MCB_210_9057_122,High Grade Fresh
MCB_210_9057_210,High Grade Fresh
MCB_210_9057_211,High Grade Fresh
MCB_210_9057_212,Low Grade Fresh
MCB_210_9057_213,Low Grade Fresh
MCB_210_9057_214,Poor Grade Fresh
MCB_210_9057_215,Low Grade Fresh
MCB_210_9057_216,Poor Grade Fresh
MCB_210_9057_217,High Grade Fresh
MCB_210_9057_218,High Grade Fresh
MCB_210_9057_W01,Waste Fresh
MCB_210_9058_107,Poor Grade Fresh
MCB_210_9058_108,Low Grade Fresh
MCB_210_9058_109,Poor Grade Fresh
MCB_210_9058_110,Poor Grade Fresh
MCB_210_9058_111,Poor Grade Fresh
MCB_210_9058_208,Low Grade Fresh
MCB_210_9058_209,High Grade Fresh
MCB_210_9058_W01,Waste Fresh
MCB_210_9999_997,Low Grade Fresh
MCB_210_9999_998,High Grade Fresh
MCB_210_9999_999,Poor Grade Fresh
MCB_211_378_MCB,Unknown
MCB_211_381_MCB,Unknown
MCB_211_382_MCB,Unknown
MCB_211_387_MCB,Unknown
MCB_211_388_MCB,Unknown
MCB_211_389_MCB,Unknown
MCB_211_406_MCB,Unknown
MCB_212_372_MCB,Unknown
MCB_212_373_MCB,Unknown
MCB_212_374_MCB,Unknown
MCB_212_385_MCB,Unknown
MCB_212_386_MCB,Unknown
MCB_212_405_MCB,Unknown
MCB_213_368_MCB,Unknown
MCB_213_369_MCB,Unknown
MCB_213_370_MCB,Unknown
MCB_213_371_MCB,Unknown
MCB_213_404_MCB,Unknown
MCB_215_403_MCB,Unknown
MCB_215_8059_W01,Waste Fresh
MCB_215_8081_W01,Waste Fresh
MCB_215_8082_W01,Waste Fresh
MCB_215_8083_W01,Waste Fresh
MCB_215_8084_W01,Waste Fresh
MCB_215_8085_W01,Waste Fresh
MCB_215_9041_W01,Waste Fresh
MCB_215_9043_101,High Grade Fresh
MCB_215_9043_102,Poor Grade Fresh
MCB_215_9043_103,Low Grade Fresh
MCB_215_9043_104,Poor Grade Fresh
MCB_215_9043_105,High Grade Fresh
MCB_215_9043_106,Poor Grade Fresh
MCB_215_9043_201,Low Grade Fresh
MCB_215_9043_202,Low Grade Fresh
MCB_215_9043_203,Poor Grade Fresh
MCB_215_9043_204,Low Grade Fresh
MCB_215_9043_205,High Grade Fresh
MCB_215_9043_206,Poor Grade Fresh
MCB_215_9043_207,High Grade Fresh
MCB_215_9043_W01,Waste Fresh
MCB_215_9044_W01,Waste Fresh
MCB_215_9045_110,Poor Grade Fresh
MCB_215_9045_111,Poor Grade Fresh
MCB_215_9045_112,Low Grade Fresh
MCB_215_9045_113,Poor Grade Fresh
MCB_215_9045_211,Poor Grade Fresh
MCB_215_9045_212,Low Grade Fresh
MCB_215_9045_213,Low Grade Fresh
MCB_215_9045_W01,Waste Fresh
MCB_215_9046_114,Low Grade Fresh
MCB_215_9046_115,Poor Grade Fresh
MCB_215_9046_116,Low Grade Fresh
MCB_215_9046_117,Poor Grade Fresh
MCB_215_9046_118,Low Grade Fresh
MCB_215_9046_119,Poor Grade Fresh
MCB_215_9046_120,High Grade Fresh
MCB_215_9046_121,Poor Grade Fresh
MCB_215_9046_214,High Grade Fresh
MCB_215_9046_215,Low Grade Fresh
MCB_215_9046_216,Poor Grade Fresh
MCB_215_9046_217,High Grade Fresh
MCB_215_9046_218,High Grade Fresh
MCB_215_9046_219,Poor Grade Fresh
MCB_215_9046_220,Poor Grade Fresh
MCB_215_9046_221,High Grade Fresh
MCB_215_9046_222,High Grade Fresh
MCB_215_9046_223,Poor Grade Fresh
MCB_215_9046_224,High Grade Fresh
MCB_215_9046_225,Low Grade Fresh
MCB_215_9046_W01,Waste Fresh
MCB_215_9047_107,Poor Grade Fresh
MCB_215_9047_108,Low Grade Fresh
MCB_215_9047_109,High Grade Fresh
MCB_215_9047_110,Poor Grade Fresh
MCB_215_9047_208,Poor Grade Fresh
MCB_215_9047_209,Low Grade Fresh
MCB_215_9047_210,Poor Grade Fresh
MCB_215_9047_W01,Waste Fresh
MCB_215_9048_122,Poor Grade Fresh
MCB_215_9048_123,Poor Grade Fresh
MCB_215_9048_226,Low Grade Fresh
MCB_215_9048_227,Poor Grade Fresh
MCB_215_9048_W01,Waste Fresh
MCB_215_9049_124,Poor Grade Fresh
MCB_215_9049_125,High Grade Fresh
MCB_215_9049_126,Low Grade Fresh
MCB_215_9049_127,Poor Grade Fresh
MCB_215_9049_128,Low Grade Fresh
MCB_215_9049_129,High Grade Fresh
MCB_215_9049_130,High Grade Fresh
MCB_215_9049_131,Low Grade Fresh
MCB_215_9049_228,Poor Grade Fresh
MCB_215_9049_229,Low Grade Fresh
MCB_215_9049_230,Poor Grade Fresh
MCB_215_9049_231,High Grade Fresh
MCB_215_9049_232,High Grade Fresh
MCB_215_9049_233,Poor Grade Fresh
MCB_215_9049_234,Low Grade Fresh
MCB_215_9049_235,High Grade Fresh
MCB_215_9049_236,Poor Grade Fresh
MCB_215_9049_237,High Grade Fresh
MCB_215_9049_238,Low Grade Fresh
MCB_215_9049_239,Poor Grade Fresh
MCB_215_9049_W01,Waste Fresh
MCB_215_9999_997,Low Grade Fresh
MCB_215_9999_998,High Grade Fresh
MCB_215_9999_999,Poor Grade Fresh
MCB_217_402_MCB,Unknown
MCB_218_401_MCB,Unknown
MCB_219_399_MCB,Unknown
MCB_219_400_MCB,Unknown
MCB_220_397_MCB,Unknown
MCB_220_398_MCB,Unknown
MCB_220_9031_W00,Waste Oxide
MCB_220_9035_104,Low Grade Oxide
MCB_220_9035_105,High Grade Oxide
MCB_220_9035_106,Poor Grade Oxide
MCB_220_9035_107,Poor Grade Oxide
MCB_220_9035_201,High Grade Oxide
MCB_220_9035_202,Low Grade Oxide
MCB_220_9035_203,High Grade Oxide
MCB_220_9035_204,Poor Grade Oxide
MCB_220_9035_W00,Waste Oxide
MCB_220_9036_108,Poor Grade Oxide
MCB_220_9036_109,Poor Grade Oxide
MCB_220_9036_110,Low Grade Oxide
MCB_220_9036_111,Poor Grade Oxide
MCB_220_9036_112,High Grade Oxide
MCB_220_9036_205,Low Grade Oxide
MCB_220_9036_206,Poor Grade Oxide
MCB_220_9036_207,Poor Grade Oxide
MCB_220_9036_208,High Grade Oxide
MCB_220_9036_209,Low Grade Oxide
MCB_220_9036_W00,Waste Oxide
MCB_220_9037_120,Poor Grade Fresh
MCB_220_9037_121,Poor Grade Fresh
MCB_220_9037_122,Poor Grade Fresh
MCB_220_9037_123,Low Grade Fresh
MCB_220_9037_124,High Grade Fresh
MCB_220_9037_125,High Grade Fresh
MCB_220_9037_218,Poor Grade Fresh
MCB_220_9037_219,Poor Grade Fresh
MCB_220_9037_220,Low Grade Fresh
MCB_220_9037_221,High Grade Fresh
MCB_220_9037_222,Low Grade Fresh
MCB_220_9037_223,High Grade Fresh
MCB_220_9037_W01,Waste Fresh
MCB_220_9038_W01,Waste Fresh
MCB_220_9039_114,High Grade Fresh
MCB_220_9039_115,Low Grade Fresh
MCB_220_9039_117,High Grade Fresh
MCB_220_9039_118,Low Grade Fresh
MCB_220_9039_119,High Grade Fresh
MCB_220_9039_211,High Grade Fresh
MCB_220_9039_212,Low Grade Fresh
MCB_220_9039_213,High Grade Fresh
MCB_220_9039_214,Low Grade Fresh
MCB_220_9039_215,High Grade Fresh
MCB_220_9039_216,Low Grade Fresh
MCB_220_9039_217,Poor Grade Fresh
MCB_220_9039_W01,Waste Fresh
MCB_220_9040_103,Poor Grade Oxide
MCB_220_9040_113,Low Grade Oxide
MCB_220_9040_210,Poor Grade Oxide
MCB_220_9040_W00,Waste Oxide
MCB_220_9041_101,High Grade Oxide
MCB_220_9041_102,Poor Grade Oxide
MCB_220_9041_W01,Waste Fresh
MCB_220_9999_997,Low Grade Fresh
MCB_220_9999_998,High Grade Fresh
MCB_220_9999_999,Poor Grade Fresh
MCB_221_395_MCB,Unknown
MCB_221_396_MCB,Unknown
MCB_222_393_MCB,Unknown
MCB_222_394_MCB,Unknown
MCB_223_391_MCB,Unknown
MCB_223_392_MCB,Unknown
MCB_225_436__MCB,Unknown
MCB_225_437__MCB,Unknown
MCB_225_438__MCB,Unknown
MCB_225_439__MCB,Unknown
MCB_225_440__MCB,Unknown
MCB_225_441__MCB,Unknown
MCB_225_442__MCB,Unknown
MCB_225_443__MCB,Unknown
MCB_225_444__MCB,Unknown
MCB_225_445__MCB,Unknown
MCB_225_446__MCB,Unknown
MCB_225_447__MCB,Unknown
MCB_225_448__MCB,Unknown
MCB_225_449__MCB,Unknown
MCB_225_450__MCB,Unknown
MCB_225_451__MCB,Unknown
MCB_225_452__MCB,Unknown
MCB_225_453__MCB,Unknown
MCB_225_454__MCB,Unknown
MCB_225_455__MCB,Unknown
MCB_225_456__MCB,Unknown
MCB_225_457__MCB,Unknown
MCB_225_458__MCB,Unknown
MCB_225_459__MCB,Unknown
MCB_225_460__MCB,Unknown
MCB_225_461__MCB,Unknown
MCB_225_462__MCB,Unknown
MCB_225_463__MCB,Unknown
MCB_225_464__MCB,Unknown
MCB_225_465__MCB,Unknown
MCB_225_466__MCB,Unknown
MCB_225_467__MCB,Unknown
MCB_225_468__MCB,Unknown
MCB_225_469__MCB,Unknown
MCB_225_470__MCB,Unknown
MCB_225_471__MCB,Unknown
MCB_225_472__MCB,Unknown
MCB_225_473__MCB,Unknown
MCB_225_474__MCB,Unknown
MCB_225_475__MCB,Unknown
MCB_225_476__MCB,Unknown
MCB_225_477__MCB,Unknown
MCB_225_478__MCB,Unknown
MCB_225_479__MCB,Unknown
MCB_225_480__MCB,Unknown
MCB_225_481__MCB,Unknown
MCB_225_482__MCB,Unknown
MCB_225_483__MCB,Unknown
MCB_225_484__MCB,Unknown
MCB_225_485__MCB,Unknown
MCB_225_486__MCB,Unknown
MCB_225_487__MCB,Unknown
MCB_225_488__MCB,Unknown
MCB_225_489__MCB,Unknown
MCB_225_490__MCB,Unknown
MCB_225_491__MCB,Unknown
MCB_225_492__MCB,Unknown
MCB_225_493__MCB,Unknown
MCB_225_494__MCB,Unknown
MCB_225_495__MCB,Unknown
MCB_225_496__MCB,Unknown
MCB_225_497__MCB,Unknown
MCB_225_498__MCB,Unknown
MCB_225_499__MCB,Unknown
MCB_225_500__MCB,Unknown
MCB_225_501__MCB,Unknown
MCB_225_502__MCB,Unknown
MCB_225_503__MCB,Unknown
MCB_225_504__MCB,Unknown
MCB_225_505__MCB,Unknown
MCB_225_506__MCB,Unknown
MCB_225_507__MCB,Unknown
MCB_225_508__MCB,Unknown
MCB_225_509__MCB,Unknown
MCB_225_510__MCB,Unknown
MCB_225_511__MCB,Unknown
MCB_225_512__MCB,Unknown
MCB_225_513__MCB,Unknown
MCB_225_514__MCB,Unknown
MCB_225_515__MCB,Unknown
MCB_225_516__MCB,Unknown
MCB_225_517__MCB,Unknown
MCB_225_518__MCB,Unknown
MCB_225_519__MCB,Unknown
MCB_225_520__MCB,Unknown
MCB_225_521__MCB,Unknown
MCB_225_522__MCB,Unknown
MCB_225_523__MCB,Unknown
MCB_225_524__MCB,Unknown
MCB_225_525__MCB,Unknown
MCB_225_526__MCB,Unknown
MCB_225_527__MCB,Unknown
MCB_225_528__MCB,Unknown
MCB_225_529__MCB,Unknown
MCB_225_530__MCB,Unknown
MCB_225_531__MCB,Unknown
MCB_225_532__MCB,Unknown
MCB_225_533__MCB,Unknown
MCB_225_534__MCB,Unknown
MCB_225_535__MCB,Unknown
MCB_225_536__MCB,Unknown
MCB_225_537__MCB,Unknown
MCB_225_538__MCB,Unknown
MCB_225_539__MCB,Unknown
MCB_225_540__MCB,Unknown
MCB_225_541__MCB,Unknown
MCB_225_542__MCB,Unknown
MCB_225_543__MCB,Unknown
MCB_225_544__MCB,Unknown
MCB_225_545__MCB,Unknown
MCB_225_546__MCB,Unknown
MCB_225_547__MCB,Unknown
MCB_225_548__MCB,Unknown
MCB_225_549__MCB,Unknown
MCB_225_550__MCB,Unknown
MCB_225_551__MCB,Unknown
MCB_225_552__MCB,Unknown
MCB_225_553__MCB,Unknown
MCB_225_554__MCB,Unknown
MCB_225_555__MCB,Unknown
MCB_225_556__MCB,Unknown
MCB_225_557__MCB,Unknown
MCB_225_558__MCB,Unknown
MCB_225_559__MCB,Unknown
MCB_225_560__MCB,Unknown
MCB_225_561__MCB,Unknown
MCB_225_562__MCB,Unknown
MCB_225_563__MCB,Unknown
MCB_225_564__MCB,Unknown
MCB_225_565__MCB,Unknown
MCB_225_566__MCB,Unknown
MCB_225_567__MCB,Unknown
MCB_225_568__MCB,Unknown
MCB_225_569__MCB,Unknown
MCB_225_570__MCB,Unknown
MCB_225_571__MCB,Unknown
MCB_225_572__MCB,Unknown
MCB_225_573__MCB,Unknown
MCB_225_574__MCB,Unknown
MCB_225_575__MCB,Unknown
